Id,Fecha,Parcela,ndvi_mean,ndvi_min,ndvi_max,ndmi_mean,ndmi_min,ndmi_max,msi_mean,msi_min,msi_max,gndvi_mean,gndvi_min,gndvi_max,evi_mean,evi_min,evi_max,ndwi_mean,ndwi_min,ndwi_max,cire_mean,cire_min,cire_max,ndre1_mean,ndre1_min,ndre1_max,grndvi_mean,grndvi_min,grndvi_max,dia,ndvi_mean_pred_1,ndvi_mean_pred_2,ndvi_mean_pred_3,ndvi_mean_pred_4,ndvi_mean_pred_5,ndvi_mean_pred_6,ndmi_mean_pred_1,ndmi_mean_pred_2,ndmi_mean_pred_3,ndmi_mean_pred_4,ndmi_mean_pred_5,ndmi_mean_pred_6
106,2022-05-01,2,0.155936845365818,0.1008980454305335,0.2,-0.1643802331041,-0.2584352984797923,-0.0161490683229813,1.4002135156412991,1.0328282828282829,1.697,0.2228144570635891,0.142150803461063,0.3030056864337936,0.8267206055463985,-6.131221719457014,47.77777777777778,-0.2228144570635891,-0.3030056864337936,-0.142150803461063,0.2023379583855251,0.1463013698630137,0.2839562443026435,0.054013172618125,0.0316582914572864,0.0867845993756503,5718.272856487887,4054.4713216957607,7780.598148148148,1,0.2912624931817085,0.11897832542461677,0.12152433146881123,0.13562209096020722,0.1557397135091622,0.01595936627712879,-0.15542609879493768,-0.26078301864836156,-0.21562490878277255,-0.18342184896600638,-0.16927966291644542,-0.019582067787567686
107,2022-05-06,2,0.1738154022825815,0.0795454545454545,0.2219752302318196,-0.1776909071289036,-0.2447768893474335,-0.029253451907325,1.4394004606951385,1.0602700096432016,1.648224043715847,0.2273070455912247,0.1111111111111111,0.2938802958977807,-1.4641262840697418,-921.6666666666669,21.77165354330709,-0.2273070455912247,-0.2938802958977807,-0.1111111111111111,0.216878844762159,0.0916313559322032,0.3379728765167737,0.0514187128058475,0.0189659651857625,0.0864036517769807,7410.8329050404445,5038.347368421053,10822.439924314096,6,0.3007962375166797,0.1509895711848809,0.15285287157317973,0.16134075608706694,0.16933312672189976,0.08259764202454097,-0.14613139894121127,-0.23774265459925373,-0.20469358786258052,-0.18530498641293516,-0.1796866092799623,-0.0937564778299078
108,2022-05-11,2,0.1936496561063756,0.1430997876857749,0.228395061728395,-0.19666493227356,-0.2412626832018038,-0.1068439192516002,1.4910872437299854,1.239250275633958,1.6359583952451708,0.2908419506725677,0.250348351137947,0.3362799263351749,0.4978738426136025,0.3376076938489281,0.6631299734748011,-0.2908419506725677,-0.3362799263351749,-0.250348351137947,0.234150133053173,0.1446488294314381,0.3023255813953489,0.0649287508389798,0.0313828710265235,0.0843683083511777,6370.402658306567,5744.719841269842,7864.7704081632655,11,0.31032998185165095,0.18220810096340997,0.1834526378445686,0.1872267713488282,0.18638975056747034,0.13978971951354585,-0.13683669908748486,-0.21518706007506208,-0.19311290460487432,-0.18449177413933204,-0.185080269918219,-0.14538494546965425
109,2022-05-16,2,0.2199098227244509,0.1607651607651607,0.2666105971404541,-0.1657720380807943,-0.2181568088033012,-0.0877611940298507,1.3988723164453447,1.192408376963351,1.558057705840957,0.3234496426308909,0.2812219227313567,0.378563695416817,0.5220256209723914,0.3573994252873563,0.6906077348066298,-0.3234496426308909,-0.378563695416817,-0.2812219227313567,0.2604134642589077,0.1241909385113269,0.3464150943396227,0.0707604558771213,0.0240821160679036,0.095254353021509,6525.172707872253,5888.794007490636,8112.823497854077,16,0.3198637261866222,0.21263391476020393,0.21332137994291372,0.21320508385277265,0.20634243803860794,0.18909823182580865,-0.12754199923375847,-0.19311623507578662,-0.18092277293839126,-0.18118842662195347,-0.18601279382744648,-0.1782695147576499
110,2022-05-21,2,0.2218997028317139,0.1506258092360811,0.2837688627162311,-0.1731167225045582,-0.2270642201834862,-0.0853909465020576,1.4203144723448444,1.186726659167604,1.5875370919881306,0.3148726959517302,0.2713472485768501,0.3798991074893287,0.5557262914442859,0.3504016064257028,0.7335058214747736,-0.3148726959517302,-0.3798991074893287,-0.2713472485768501,0.2824322159367163,0.1632294866169372,0.3946058091286306,0.0825604016624888,0.0404210526315789,0.1164069660861594,6194.209308684387,5624.770998415213,7258.8647058823535,21,0.3293974705215934,0.24226701257526287,0.24245684752815094,0.23920316756869578,0.22866690169336887,0.23189293058011526,-0.11824729938003208,-0.17153017960142736,-0.16816310679186874,-0.17559538630613167,-0.1830022046987097,-0.19577676458512103
111,2022-05-26,2,0.238860833031423,0.161660777385159,0.3039049235993208,-0.1987038455625725,-0.2634498058790904,-0.137212449255751,1.4978122053757656,1.3180677540777916,1.7153614457831323,0.3033814298586104,0.2602212602212602,0.3527080581241744,0.7918860908846586,0.4645849200304646,1.052012929767852,-0.3033814298586104,-0.3527080581241744,-0.2602212602212602,0.34967010164137,0.1810115350488021,0.4455399061032863,0.0937822920189016,0.0313708637730984,0.1307896347684146,6050.018250256279,5598.805642633229,6926.853779429988,26,0.33893121485656463,0.27110739440858667,0.2708567902602161,0.2651510233289073,0.25288025798346875,0.2693653332805479,-0.10895259952630568,-0.15042889365198425,-0.1548738200940441,-0.1679073236057748,-0.17653342423202176,-0.20086910777270037
112,2022-05-31,2,0.2657884505742221,0.1791179117911791,0.3309189678587596,-0.1858326455452296,-0.2584902862227495,-0.1175222740772168,1.458253591426397,1.2663461538461538,1.6972,0.3207616984979135,0.2638687891944042,0.3636363636363636,0.8717915237729096,0.5320855614973262,1.2079615648592998,-0.3207616984979135,-0.3636363636363636,-0.2638687891944042,0.3789186038123606,0.2442135096835145,0.4714428857715431,0.1145967993835788,0.0656967492611957,0.1446166914419197,5944.328799769988,5488.886836027714,6610.899618805591,31,0.34846495919153586,0.2991550602601754,0.2985189577990451,0.2909811788282306,0.27853957158262016,0.3025428501370678,-0.09965789967257928,-0.12981237722745734,-0.14109482677365473,-0.1583131369033668,-0.1670592954504574,-0.1961350219579025
113,2022-06-05,2,0.2803266680264002,0.1589871315898713,0.369622475856014,-0.163425421067862,-0.2434354485776805,-0.1170378777131508,1.3926128637709585,1.265102827763496,1.64352856109906,0.3463796939580292,0.2723091076356945,0.3997308209959623,0.7354803614419357,0.390896101245152,1.0133795837462836,-0.3463796939580292,-0.3997308209959623,-0.2723091076356945,0.3994715735359664,0.1621160409556314,0.521012658227848,0.1156330338179896,0.0351924264251903,0.1519965650493774,6136.842821847878,5702.961401000715,6846.896805896806,36,0.3579987035265071,0.3264100101300291,0.32544109980457375,0.31662868862400345,0.3052403997148696,0.332302390358503,-0.09036319981885288,-0.10968063032784663,-0.12686604075943794,-0.14699595254996753,-0.1550016060142671,-0.18381821228105208
114,2022-06-10,2,0.298970634520476,0.1581108829568788,0.3900955690703735,-0.1379943107014362,-0.2166597710660598,-0.0848257670415104,1.322208026252601,1.185376213592233,1.5531690140845071,0.3550622062039895,0.2572447614801605,0.4154652686762778,0.7469754530122515,0.3570117474302496,1.039351851851852,-0.3550622062039895,-0.4154652686762778,-0.2572447614801605,0.43156851556709,0.175032175032175,0.5736040609137056,0.1354455166033313,0.0455005055611729,0.17779632721202,6185.074345465513,5712.934201012293,6952.892727272727,41,0.3675324478614783,0.35287224401814776,0.351620965936738,0.3420311341360774,0.33261533648293495,0.3593834479179445,-0.08106849996512648,-0.09003365295315208,-0.11222737598013113,-0.1341331248652126,-0.14075211153499084,-0.16584570586966357
115,2022-06-20,2,0.3148402263237843,0.2292328642759873,0.3595406360424028,-0.0292153512270259,-0.1116942758733803,0.0175438596491228,1.061349644242322,0.9655172413793104,1.2514771048744462,0.2983328889733048,0.2571959145775301,0.3260105448154657,2.055415149017378,0.9704321455648218,4.291925465838509,-0.2983328889733048,-0.3260105448154657,-0.2571959145775301,0.5204646561545406,0.3918781725888325,0.599676724137931,0.1626817163589113,0.1226036558181007,0.1848299912816041,6159.113953531234,5868.975862068965,6584.889102564102,51,0.3865999365314208,0.4034185638491797,0.40174486922071656,0.3918637923011048,0.38809436270076514,0.40785588566373704,-0.062479100257673684,-0.052194006778511555,-0.08188006584119682,-0.10445109662305785,-0.10710070953446997,-0.11921941078473203
