Id,Fecha,Parcela,ndvi_mean,ndvi_min,ndvi_max,ndmi_mean,ndmi_min,ndmi_max,msi_mean,msi_min,msi_max,gndvi_mean,gndvi_min,gndvi_max,evi_mean,evi_min,evi_max,ndwi_mean,ndwi_min,ndwi_max,dia,ndmi_mean_pred_1,ndmi_mean_pred_2,ndmi_mean_pred_3,ndmi_mean_pred_4,ndmi_mean_pred_5,ndmi_mean_pred_6
109,2022-01-31,10,0.3897542178001663,0.2267193155643303,0.6736641221374046,-0.0184779149234091,-0.1920130020896215,0.2833363819279312,1.0979439496029932,0.5584378563283923,1.4752873563218392,0.4642748903417591,0.3833701250919794,0.588042970574498,0.9538276050309954,0.3864529143221148,2.22307169554876,-0.4642748903417591,-0.588042970574498,-0.3833701250919794,0,-0.11472410446271175,-0.29508840647748585,-0.21551556447521822,-0.1417671104523113,-0.11155107867280824,-0.0009719439191142357
106,2022-02-15,10,0.2079310603819095,0.1539634146341463,0.2643869891576313,-0.2724827217100475,-0.3839479392624729,-0.1350114416475972,1.756441048220209,1.312169312169312,2.2464788732394365,0.3578349240932584,0.2746177370030581,0.4363535297387437,0.4520662840298077,0.3535435630689207,0.7131280388978931,-0.3578349240932584,-0.4363535297387437,-0.2746177370030581,15,-0.09302342357699588,-0.22740062126813046,-0.1847362894778835,-0.16138209593575387,-0.16356645428225375,-0.1630953758608678
122,2022-03-02,10,0.1970385526075599,0.1488573193329215,0.2464265294453973,-0.2364694073304974,-0.344017094017094,-0.1026651216685979,1.623287168728663,1.2288223140495869,2.04885993485342,0.3475322090841405,0.2804986642920748,0.4036639292482628,0.3627819592590787,0.2715673650942292,0.4880593554370507,-0.3475322090841405,-0.4036639292482628,-0.2804986642920748,30,-0.07132274269128,-0.16372121187099203,-0.14991448357958764,-0.15752435220924935,-0.17179204954649527,-0.20215042095997132
113,2022-03-07,10,0.2252740122288065,0.181046676096181,0.2876712328767123,-0.2017409707186402,-0.2707616707616707,-0.0751341681574239,1.5074199240769488,1.1624758220502902,1.7425876010781671,0.3272149223578435,0.2619439868204283,0.378440366972477,0.6185229883763489,0.4430811179277437,1.001017984390906,-0.3272149223578435,-0.378440366972477,-0.2619439868204283,35,-0.06408918239604139,-0.14338549225243855,-0.13753321938431068,-0.15188444594635503,-0.16703137299448254,-0.19724545191718917
111,2022-03-17,10,0.2798197411267038,0.225103734439834,0.3817492895484686,-0.1637980354475963,-0.2462383568187246,-0.0373408158860349,1.3938173004999128,1.077578475336323,1.6533586818757922,0.3820029563077092,0.3306177868295994,0.4305328538738149,0.6439885865912033,0.4192908290915365,1.0278864138751913,-0.3820029563077092,-0.4305328538738149,-0.3306177868295994,45,-0.04962206180556414,-0.10405017828607055,-0.11176956932703459,-0.13511468891882353,-0.1487683363779594,-0.16995851924560312
114,2022-03-22,10,0.318557775233002,0.2275132275132275,0.4515942028985507,-0.1202294295480871,-0.197992700729927,-0.0125555340931041,1.2755822799725711,1.0254303599374022,1.4937428896473266,0.4316744743703349,0.3530678148546824,0.50814332247557,0.6115002028624982,0.4078289360234522,0.946307094266278,-0.4316744743703349,-0.50814332247557,-0.3530678148546824,50,-0.04238850151032551,-0.08505058393825604,-0.09844047402405054,-0.12431436242219317,-0.13601659127857751,-0.15009861312604467
115,2022-03-27,10,0.3269481066418024,0.2,0.4988452655889145,-0.1160213237730668,-0.1976924783669847,-0.0042016806722689,1.2652199423594506,1.0084388185654007,1.4928097345132745,0.4373850670193405,0.3409326424870466,0.5365492749334122,0.6402410857235893,0.3850432104047232,1.096519189085809,-0.4373850670193405,-0.5365492749334122,-0.3409326424870466,55,-0.03515494121508689,-0.06649636468068784,-0.08484872557751257,-0.11211509150846292,-0.12131228000578835,-0.1275153636539191
110,2022-04-01,10,0.3129226439603086,0.1149361465852304,0.4793536804308797,-0.0367837846981231,-0.1924029727497935,0.2269415318997689,1.0842720831460444,0.6300695249130939,1.476482617586912,0.3487894569598459,0.102803738317757,0.4697325199436884,0.6685258176410155,-458.0,100.8,-0.3487894569598459,-0.4697325199436884,-0.102803738317757,60,-0.027921380919848263,-0.048387520513366034,-0.07102096926692825,-0.09866914540084423,-0.10497249821776541,-0.10309627085864456
116,2022-04-06,10,0.3566421664543852,0.2458874458874458,0.4985200845665962,-0.0195091496915322,-0.1085854707418215,0.1344430217669654,1.043033240077188,0.7629796839729119,1.2436250861474845,0.3556489243516911,0.2742504409171076,0.4414850686037126,2.5741111674073123,1.2513863216266174,11.868512110726645,-0.3556489243516911,-0.4414850686037126,-0.2742504409171076,65,-0.020687820624609637,-0.030724051436290496,-0.05698385037180512,-0.08412379615823189,-0.08729228757459973,-0.0775994155419737
120,2022-04-11,10,0.4158838500307894,0.2599905970850963,0.5543478260869565,-0.0405808954215858,-0.1383234492707164,0.0648464163822525,1.087392489647471,0.8782051282051282,1.3210565476190477,0.4436204803748979,0.3353263577478824,0.5410866636731029,1.126098144501508,0.6793611793611793,1.9357638888888888,-0.4436204803748979,-0.5410866636731029,-0.3353263577478824,70,-0.013454260329371012,-0.013505957449461337,-0.04276401417165071,-0.06862131867520374,-0.068545319478119,-0.051663974343189256
