Id,Fecha,Parcela,ndvi_mean,ndvi_min,ndvi_max,ndmi_mean,ndmi_min,ndmi_max,msi_mean,msi_min,msi_max,gndvi_mean,gndvi_min,gndvi_max,evi_mean,evi_min,evi_max,ndwi_mean,ndwi_min,ndwi_max,cire_mean,cire_min,cire_max,ndre1_mean,ndre1_min,ndre1_max,grndvi_mean,grndvi_min,grndvi_max
57,2020-12-22,13,0.2914304503452365,0.1489985344406448,0.5049342105263158,-0.1459388913282777,-0.322634200332042,0.0676084762865792,1.3561086466000738,0.8733459357277883,1.9526143790849677,0.3490149717521709,0.2252252252252252,0.4681107099879663,0.8332220009608721,0.3755232701305097,2.07277628032345,-0.3490149717521709,-0.4681107099879663,-0.2252252252252252,2.330132635778116,2.101419878296146,3.054263565891473,0.0686060946816823,0.0091093117408906,0.2965767949106331,2783.313710312663,1371.965925925926,4017.194968553459
54,2020-12-27,13,0.1582509517470473,0.1138014527845036,0.2114413909141895,-0.2136206190166562,-0.3271115258982734,-0.0873712323540633,1.5526154049586025,1.1914715719063544,1.972260748959778,0.2688861855636486,0.2154882154882154,0.3203883495145631,0.3433420295280231,0.2554347826086957,0.4981524565485151,-0.2688861855636486,-0.3203883495145631,-0.2154882154882154,2.1326179671286978,2.0792011019283745,2.5940803382663846,0.0238287962389492,-0.0019569471624266,0.1721120186697783,4115.2620878741545,3144.683357879234,5886.6927899686525
53,2021-01-06,13,0.1362012375746578,0.0952380952380952,0.3053670573719926,-0.2757901249026122,-0.3503007866728366,-0.0666062528318985,1.7671582772832104,1.1427184466019418,2.078347578347578,0.2406954863608271,0.1884297520661157,0.3603342976534876,0.2927931238828922,0.1883436224756722,0.8142222222222223,-0.2406954863608271,-0.3603342976534876,-0.1884297520661157,2.124359066204867,2.053348467650397,2.7704122877930475,0.0234947418328088,-0.0050329074719318,0.2311995027967681,3305.5402061656378,2636.6696113074204,5144.514009661836
68,2021-01-26,13,0.1791687981011942,0.1119691119691119,0.2492836676217765,-0.2994965640912196,-0.3819714656290531,-0.2198031613480465,1.8596546881760407,1.5634556574923548,2.236096537250787,0.2546334465532377,0.2055427251732101,0.313543599257885,0.4434987790865229,0.2434111129763304,0.697860962566845,-0.2546334465532377,-0.313543599257885,-0.2055427251732101,2.193268715683134,2.0973963355834138,2.656822810590631,0.0514539702492737,0.0132248219735503,0.2074253430185633,2527.645061512398,2053.680586907449,3884.5863354037274
62,2021-01-31,13,0.1799937979702416,0.1104341203351104,0.2472743131269079,-0.2950202656270849,-0.3962882096069869,-0.2054869684499314,1.8421196248959089,1.5172651933701655,2.3128390596745025,0.2395891264734405,0.1834415584415584,0.2940125111706881,0.6242469437020217,0.292407376640638,1.0726729716276755,-0.2395891264734405,-0.2940125111706881,-0.1834415584415584,2.2324190165040863,2.1113636363636363,2.79675572519084,0.0576540998257954,0.0119760479041916,0.2265682656826568,2764.039304357873,2276.7333333333336,4118.582159624413
63,2021-02-10,13,0.1904378120161231,0.1366666666666666,0.2517580872011252,-0.1974781407590317,-0.3069604406609915,-0.1236016371077762,1.4972467320657086,1.2820672478206725,1.8858381502890171,0.1737905688950493,0.121285140562249,0.2404181184668989,inf,-602.5,inf,-0.1737905688950493,-0.2404181184668989,-0.121285140562249,2.3190366094892174,2.1854124062713023,2.8037307380373075,0.0908810420992362,0.0492546986390149,0.2128949888285987,3665.301654318778,3310.613832853026,4590.5780590717295
61,2021-02-20,13,0.2451348189651195,0.1460234680573663,0.3645484949832775,-0.2193548084672371,-0.3669527896995708,0.0186219739292365,1.575407271189617,0.9634369287020108,2.159322033898305,0.3090749689135604,0.2257121986851716,0.399390243902439,0.6854734795671057,0.3223906963050199,1.1940298507462686,-0.3090749689135604,-0.399390243902439,-0.2257121986851716,2.310132406908674,2.1274350649350646,2.9839195979899498,0.0921029231100292,0.0318592486923442,0.2750455373406193,3001.790268523134,2110.862348178138,4650.659959758552
59,2021-02-25,13,0.2481607753143687,0.137466307277628,0.3631067961165048,-0.197022879364817,-0.3559598153679066,-0.0627727425310506,1.5008759374704437,1.1339541547277936,2.10539629005059,0.2943120442936905,0.2090313182811362,0.38092809790923,0.6316382110912949,0.2858016200519639,1.1979500320307497,-0.2943120442936905,-0.38092809790923,-0.2090313182811362,2.330918294517062,2.147058823529412,2.856892010535557,0.1027859571277578,0.0236742424242424,0.2484328604420983,2992.4225022319515,2053.71158129176,4606.658536585366
67,2021-03-17,13,0.2662111255989558,0.1777003484320557,0.3541799617102744,-0.1463189064994712,-0.2532731376975169,-0.0757676165230837,1.3465368060700058,1.16395793499044,1.6783555018137848,0.2780725212559928,0.2161764705882353,0.3455928979074191,1.0081509948297382,0.4911717495987159,1.6163092917478885,-0.2780725212559928,-0.3455928979074191,-0.2161764705882353,2.366915878028562,2.223529411764706,2.6280674846625764,0.119561025346595,0.0690567146635321,0.2017141108050198,4097.879285512605,3570.923255813954,5268.714657415438
69,2021-03-22,13,0.3084958258297487,0.2,0.3976630229928383,-0.1792506790016372,-0.3081959810340934,-0.108496116733349,1.4419674518582752,1.2434002111932418,1.890992167101828,0.3210397540777612,0.2501398992725238,0.3758258841818888,1.0671024433690757,0.524455753463387,1.6849946789641717,-0.3210397540777612,-0.3758258841818888,-0.2501398992725238,2.4650085892429647,2.253416856492027,2.9315068493150687,0.1423601721839883,0.073170731707317,0.2600570161545771,3636.668349878529,3089.0268199233715,5188.745438748914
