Id,Fecha,Parcela,ndvi_mean,ndvi_min,ndvi_max,ndmi_mean,ndmi_min,ndmi_max,msi_mean,msi_min,msi_max,gndvi_mean,gndvi_min,gndvi_max,evi_mean,evi_min,evi_max,ndwi_mean,ndwi_min,ndwi_max,cire_mean,cire_min,cire_max,ndre1_mean,ndre1_min,ndre1_max
44,2021-03-27,5,0.2596130627160741,0.1875437368789363,0.5246552932928255,-0.120968672943176,-0.2239173228346456,0.161112070454153,1.299889740727046,0.7224866151100535,1.5770450221940393,0.379093856717044,0.3290155440414508,0.4935123042505593,0.5366466288623505,0.3307825228338681,1.4596879063719117,-0.379093856717044,-0.4935123042505593,-0.3290155440414508,0.289043073671001,0.166480862133036,0.8119266055045871,0.0735324498338639,0.0278810408921933,0.2362601269980293
46,2021-04-21,5,0.2524032384888011,0.0913921360255047,0.3619550858652576,-0.1412597156018782,-0.2387914230019493,0.0334544543290314,1.331275149885318,0.9352570320077594,1.627400768245839,0.3623920254263791,0.129502337091009,0.450070323488045,0.5728478179604345,0.2661106899166034,1.3212540716612378,-0.3623920254263791,-0.450070323488045,-0.129502337091009,0.3316300710753774,0.1332644628099173,0.8481182795698925,0.0890708307761942,0.0383707934931081,0.2315372697538302
47,2021-04-26,5,0.2502629950032342,0.2027491408934708,0.3133574007220217,-0.1275765893571851,-0.1694220341224705,-0.0217800484001075,1.293224793580135,1.0445299615173171,1.4079617834394904,0.325488084193645,0.2831275720164609,0.3659420289855072,0.7157018771683931,0.5115621360838463,1.0238496747771622,-0.325488084193645,-0.3659420289855072,-0.2831275720164609,0.364361257907968,0.2694792854427974,0.6387900355871887,0.1023341951532927,0.0713025061771973,0.1715496591118481
48,2021-05-06,5,0.2678709352092789,0.2115848753016894,0.3346051125524609,-0.1705428524993354,-0.2189657418262342,-0.0460867193891464,1.412447455335705,1.0966266437964551,1.5607071380920614,0.2797313426125937,0.2143396226415094,0.3364791288566243,2.536691787613083,-334.5,1011.6666666666669,-0.2797313426125937,-0.3364791288566243,-0.2143396226415094,0.3950211162896469,0.2916827852998065,0.7342883548983363,0.1199341785782781,0.0874053682037164,0.203240058910162
49,2021-05-16,5,0.3800087652659386,0.2689832689832689,0.5241864555848724,-0.0983922087201855,-0.1917436175991309,0.0772338772338772,1.2203723313721078,0.8566070398153491,1.4744623655913978,0.4168782944600022,0.3470464135021097,0.5168490153172867,0.8874521787234754,0.5612747292095605,1.3071380319747803,-0.4168782944600022,-0.5168490153172867,-0.3470464135021097,0.5897768337201491,0.3343621399176955,1.4361001317523057,0.1807410004552907,0.1021657250470809,0.350727117194183
50,2021-05-31,5,0.4200090885409254,0.3042121684867395,0.5954875100725222,-0.0559040254094888,-0.1782329562824824,0.1764705882352941,1.1213046167405172,0.7,1.433779761904762,0.4008392978463126,0.3179190751445087,0.546875,1.7205498243079045,1.125839519264758,2.702598404939542,-0.4008392978463126,-0.546875,-0.3179190751445087,0.7925778274149854,0.4832325453545905,1.739012846517917,0.2194821977961706,0.1371884829421727,0.3796140939597315
51,2021-06-10,5,0.4369253332880619,0.3013698630136986,0.697119341563786,-0.095130847045035,-0.2082734846308532,0.2124062913420549,1.2149125416241469,0.649612027158099,1.5261248185776488,0.4360755662705766,0.3166421207658321,0.6391096979332274,1.2516104504206584,0.700374531835206,3.980654761904762,-0.4360755662705766,-0.6391096979332274,-0.3166421207658321,0.7643230087528888,0.4291115311909264,2.3983539094650204,0.2152967816501538,0.1258004544515596,0.4544229905702739
52,2021-06-20,5,0.4479777281278429,0.3026565464895636,0.7238854189101874,-0.0955695509310572,-0.2074159907300116,0.2141990291262135,1.2166214139552305,0.6471764117941029,1.523391812865497,0.4323704587687385,0.3441018110621635,0.6557716177079024,1.240212153064906,0.7671865973425764,2.068816939554352,-0.4323704587687385,-0.6557716177079024,-0.3441018110621635,0.8048963231695044,0.4523441524987119,2.6535087719298245,0.2228477227867972,0.1305711086226204,0.4831104058036726
53,2021-07-20,5,0.5161781279403402,0.3711925658234383,0.7461658146254724,-0.0679084506184105,-0.2014324082363473,0.2434314656536878,1.152702157297644,0.6084521384928717,1.5044843049327354,0.4996621186004845,0.3978947368421052,0.6707783921735432,1.5588951419315913,0.9691455696202532,2.4289684990735023,-0.4996621186004845,-0.6707783921735432,-0.3978947368421052,1.082074183587009,0.6326654523375834,2.843689320388349,0.2757070997478424,0.17724399494311,0.4938574938574938
54,2021-07-25,5,0.5095061701279049,0.3211678832116788,0.6666666666666666,-0.0383229646487775,-0.1731774838511227,0.1780863726537463,1.0843980426908737,0.6976683937823834,1.4188988095238095,0.4940021516521576,0.2803858520900321,0.6164736164736164,1.6389188003915107,-102.98076923076924,365.0,-0.4940021516521576,-0.6164736164736164,-0.2803858520900321,1.02978944489263,0.5783132530120483,1.8087797619047616,0.2735412376107767,0.1804562478719782,0.3928168059634063
