Id,Fecha,Parcela,ndvi_mean,ndvi_min,ndvi_max,ndmi_mean,ndmi_min,ndmi_max,msi_mean,msi_min,msi_max,gndvi_mean,gndvi_min,gndvi_max,evi_mean,evi_min,evi_max,ndwi_mean,ndwi_min,ndwi_max,dia,ndmi_mean_pred_1,ndmi_mean_pred_2,ndmi_mean_pred_3,ndmi_mean_pred_4,ndmi_mean_pred_5,ndmi_mean_pred_6
60,2021-03-22,8,0.2359387009433693,0.2133526850507982,0.3193141378194759,-0.1639988564530448,-0.1925995218792225,-0.0681767710415278,1.393681790865357,1.1463298379408962,1.4770854788877446,0.3947712927202416,0.3694870957203528,0.4522792022792022,0.4199867962844757,0.3593102783932184,0.6008766589553147,-0.3947712927202416,-0.4522792022792022,-0.3694870957203528,0,-0.04442747095058878,-0.24569372416320476,-0.1778327559597895,-0.14163819835126662,-0.16492759624540085,-0.000342532055560286
74,2021-03-27,8,0.2079536566601326,0.1890726096333572,0.2550185873605948,-0.1646533601407671,-0.1911001236093943,-0.102127659574468,1.394750539416041,1.2274881516587677,1.4724938875305624,0.3601046838410469,0.3422291993720565,0.3927392739273927,0.3829135856578209,0.335512520044406,0.4971056439942112,-0.3601046838410469,-0.3927392739273927,-0.3422291993720565,5,-0.04133431105570592,-0.2277248790985206,-0.17037776222240056,-0.14393295330554343,-0.15665483082652804,-0.027946097281602498
77,2021-04-06,8,0.207721638215456,0.1882430647291942,0.2869765655013446,-0.1263738218909236,-0.1743694614860259,-0.0796131938005033,1.2898532014230688,1.172999424294761,1.4223910171730516,0.3763588193075837,0.358248395620989,0.4188903007200338,0.3466953462751776,0.305644424131627,0.5115036976170912,-0.3763588193075837,-0.4188903007200338,-0.358248395620989,15,-0.0351479912659402,-0.1928799123627493,-0.1546674219617924,-0.14449427254403588,-0.14161445355200036,-0.0691946946841175
73,2021-04-11,8,0.2228597055757211,0.1319939511773601,0.2850208044382801,-0.1179393926311112,-0.1892857142857142,0.0245614035087719,1.2724939440672287,0.952054794520548,1.4669603524229076,0.3074492078781043,0.1401218450826805,0.3759373981089012,-0.5452325070210555,-680.0,138.65384615384616,-0.3074492078781043,-0.3759373981089012,-0.1401218450826805,20,-0.03205483137105734,-0.1760037906916622,-0.1464429437243256,-0.1429175189498293,-0.1346338009872308,-0.08369795219656305
75,2021-04-21,8,0.2786212245004608,0.2077922077922078,0.3475609756097561,-0.1285383385904179,-0.1879241102340396,-0.0129207210081352,1.296223842492428,1.0261797026502908,1.4628240109140518,0.3701341616087313,0.2462311557788944,0.4128984432913269,0.7108281030480345,0.5440377466399772,1.64021164021164,-0.3701341616087313,-0.4128984432913269,-0.2462311557788944,30,-0.025868511581291612,-0.14334427074308503,-0.12933254174944742,-0.1364289577997025,-0.12128514974086797,-0.10238896971230604
76,2021-04-26,8,0.2695763422919321,0.2284417549167927,0.3144981412639405,-0.1174689555294596,-0.146521570151574,-0.0654156204572485,1.266655950308927,1.1399886877828054,1.343351548269581,0.3306516272420624,0.2975806451612903,0.3646690168429299,0.832128657622336,0.6299541093032958,1.0419297802475374,-0.3306516272420624,-0.3646690168429299,-0.2975806451612903,35,-0.022775351686408752,-0.12756087246559497,-0.1204774862977884,-0.13166428609435807,-0.1147559417688392,-0.10726581485909706
83,2021-05-06,8,0.2678229787142248,0.2274809160305343,0.3200899550224887,-0.1463047616723463,-0.205115592720118,-0.0705467372134038,1.3445115291869598,1.1518026565464896,1.516089108910891,0.2579413135546547,0.2164429530201342,0.3066072754268745,6.602839275791028,-168.33333333333331,521.6666666666666,-0.2579413135546547,-0.3066072754268745,-0.2164429530201342,45,-0.01658903189664303,-0.09708679930421195,-0.10224483718041148,-0.11945006721079424,-0.10164494610786327,-0.10961762564174427
70,2021-05-16,8,0.4103212010301328,0.3130479628674574,0.5324557421697685,-0.0976129941397934,-0.169409808811305,0.0068595287801968,1.2181769137848566,0.9863744075829384,1.4079263410728582,0.4354015155431526,0.3749338974087784,0.5173033707865169,0.9959612063962672,0.7246867592279038,1.3293291024478695,-0.4354015155431526,-0.5173033707865169,-0.3749338974087784,55,-0.010402712106877307,-0.06806969066762499,-0.08341836473013062,-0.10411199455336491,-0.08809545738670857,-0.1038809222086551
82,2021-05-21,8,0.4267414210768758,0.3201289728235836,0.5113438045375218,-0.0954803890727716,-0.173463526708788,-0.0055345179143606,1.2131489336078962,1.0111306385471588,1.4197359277275885,0.4421974989629962,0.3787517865650309,0.4982014388489209,1.1778764314199126,0.7837898018258739,1.5399534522885958,-0.4421974989629962,-0.4982014388489209,-0.3787517865650309,60,-0.007309552211994447,-0.05410749804613004,-0.07382103011234165,-0.09543653921131241,-0.0810450503640306,-0.0985690393021576
81,2021-05-31,8,0.4702417165036011,0.3507306889352818,0.5544937428896474,-0.0028901865857751,-0.0722351675927585,0.0883128977184541,1.0070637908780442,0.8377067883628067,1.1557187017001544,0.4366046756913476,0.3549432739059968,0.5041831792162044,2.029281069915831,1.4340588988476313,2.6395823876532005,-0.4366046756913476,-0.5041831792162044,-0.3549432739059968,70,-0.001123232422228726,-0.0272758361967372,-0.05433533480584761,-0.0763889211590438,-0.0662295444724113,-0.08407223773375672
