Id,Fecha,Parcela,ndvi_mean,ndvi_min,ndvi_max,ndmi_mean,ndmi_min,ndmi_max,msi_mean,msi_min,msi_max,gndvi_mean,gndvi_min,gndvi_max,evi_mean,evi_min,evi_max,ndwi_mean,ndwi_min,ndwi_max,cire_mean,cire_min,cire_max,ndre1_mean,ndre1_min,ndre1_max,dia,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6
50,2020-12-27,13,0.1582509517470473,0.1138014527845036,0.2114413909141895,-0.2136206190166562,-0.3271115258982734,-0.0873712323540633,1.5526154049586025,1.1914715719063544,1.972260748959778,0.2688861855636486,0.2154882154882154,0.3203883495145631,0.3433420295280231,0.2554347826086957,0.4981524565485151,-0.2688861855636486,-0.3203883495145631,-0.2154882154882154,0.1326179671286975,0.0792011019283747,0.5940803382663848,0.0238287962389492,-0.0019569471624266,0.1721120186697783,1,1.3859781881035325,1.9213720079614933,1.9643028631581625,1.790351500228007,1.6639261236730973,0.10682545483226061
51,2021-01-06,13,0.1362012375746578,0.0952380952380952,0.3053670573719926,-0.2757901249026122,-0.3503007866728366,-0.0666062528318985,1.7671582772832104,1.1427184466019418,2.078347578347578,0.2406954863608271,0.1884297520661157,0.3603342976534876,0.2927931238828922,0.1883436224756722,0.8142222222222223,-0.2406954863608271,-0.3603342976534876,-0.1884297520661157,0.124359066204867,0.0533484676503972,0.7704122877930477,0.0234947418328088,-0.0050329074719318,0.2311995027967681,11,1.3642895328007898,1.829274280888777,1.8613830935072695,1.768072278251879,1.7312878588004361,0.9309679488308428
52,2021-01-26,13,0.1791687981011942,0.1119691119691119,0.2492836676217765,-0.2994965640912196,-0.3819714656290531,-0.2198031613480465,1.8596546881760407,1.5634556574923548,2.236096537250787,0.2546334465532377,0.2055427251732101,0.313543599257885,0.4434987790865229,0.2434111129763304,0.697860962566845,-0.2546334465532377,-0.313543599257885,-0.2055427251732101,0.1932687156831337,0.0973963355834137,0.6568228105906313,0.0514539702492737,0.0132248219735503,0.2074253430185633,31,1.3209122221953042,1.6544645336322008,1.6684627555187053,1.6882943994546915,1.749524129880352,1.7639413270267645
53,2021-01-31,13,0.1799937979702416,0.1104341203351104,0.2472743131269079,-0.2950202656270849,-0.3962882096069869,-0.2054869684499314,1.8421196248959089,1.5172651933701655,2.3128390596745025,0.2395891264734405,0.1834415584415584,0.2940125111706881,0.6242469437020217,0.292407376640638,1.0726729716276755,-0.2395891264734405,-0.2940125111706881,-0.1834415584415584,0.2324190165040866,0.1113636363636363,0.7967557251908397,0.0576540998257954,0.0119760479041916,0.2265682656826568,36,1.3100678945439328,1.612717452419902,1.6228845766448694,1.6622458061342855,1.734859270809782,1.8476954639867564
54,2021-02-10,13,0.1904378120161231,0.1366666666666666,0.2517580872011252,-0.1974781407590317,-0.3069604406609915,-0.1236016371077762,1.4972467320657086,1.2820672478206725,1.8858381502890167,0.1737905688950493,0.121285140562249,0.2404181184668989,inf,-602.5,inf,-0.1737905688950493,-0.2404181184668989,-0.121285140562249,0.3190366094892176,0.185412406271302,0.8037307380373073,0.0908810420992362,0.0492546986390149,0.2128949888285987,46,1.2883792392411901,1.5315697167175182,1.5348629920648262,1.6042225364580587,1.6878644299806416,1.9108283721240484
55,2021-02-20,13,0.2451348189651195,0.1460234680573663,0.3645484949832775,-0.2193548084672371,-0.3669527896995708,0.0186219739292365,1.575407271189617,0.9634369287020108,2.159322033898305,0.3090749689135604,0.2257121986851716,0.399390243902439,0.6854734795671057,0.3223906963050199,1.1940298507462686,-0.3090749689135604,-0.399390243902439,-0.2257121986851716,0.3101324069086744,0.1274350649350648,0.9839195979899498,0.0921029231100292,0.0318592486923442,0.2750455373406193,56,1.2666905839384475,1.4535505499780867,1.4509758540127267,1.5395528896431172,1.6218735130972062,1.86963078539892
56,2021-02-25,13,0.2481607753143687,0.137466307277628,0.3631067961165048,-0.197022879364817,-0.3559598153679066,-0.0627727425310506,1.5008759374704437,1.1339541547277936,2.10539629005059,0.2943120442936905,0.2090313182811362,0.38092809790923,0.6316382110912949,0.2858016200519639,1.1979500320307497,-0.2943120442936905,-0.38092809790923,-0.2090313182811362,0.3309182945170618,0.1470588235294117,0.8568920105355575,0.1027859571277578,0.0236742424242424,0.2484328604420983,61,1.255846256287076,1.4157141799694781,1.4105657332988197,1.5051770284574162,1.5833230985851734,1.8211695882935306
57,2021-03-17,13,0.2662111255989558,0.1777003484320557,0.3541799617102744,-0.1463189064994712,-0.2532731376975169,-0.0757676165230837,1.3465368060700058,1.16395793499044,1.6783555018137848,0.2780725212559928,0.2161764705882353,0.3455928979074191,1.0081509948297382,0.4911717495987159,1.6163092917478885,-0.2780725212559928,-0.3455928979074191,-0.2161764705882353,0.366915878028562,0.2235294117647059,0.6280674846625767,0.119561025346595,0.0690567146635321,0.2017141108050198,81,1.2124689456815907,1.2721901223424243,1.2589898605896868,1.358009149061812,1.4048565111896048,1.5241700917755816
58,2021-03-22,13,0.3084958258297487,0.2,0.3976630229928383,-0.1792506790016372,-0.3081959810340934,-0.108496116733349,1.4419674518582752,1.2434002111932418,1.890992167101828,0.3210397540777612,0.2501398992725238,0.3758258841818888,1.0671024433690757,0.524455753463387,1.6849946789641717,-0.3210397540777612,-0.3758258841818888,-0.2501398992725238,0.4650085892429644,0.2534168564920274,0.9315068493150684,0.1423601721839883,0.073170731707317,0.2600570161545771,86,1.2016246180302192,1.238264463537506,1.2235781066773566,1.3195944313431789,1.3565711126547066,1.4380357463350273
60,2021-04-06,13,0.3177399988585474,0.2205466540999057,0.4019332709697537,-0.1077286371245878,-0.2137592137592137,-0.0314386841557359,1.2444395897001757,1.0649183147033534,1.54375,0.3195263095614171,0.2489208633093525,0.3843416370106761,1.0435377923436464,0.6157894736842106,1.4901362141850636,-0.3195263095614171,-0.3843416370106761,-0.2489208633093525,0.4889605181336757,0.3292496171516079,0.6961077844311376,0.1556448340622607,0.1032272831311512,0.2152716593245227,101,1.1690916350761051,1.1411803405671794,1.1231915567069064,1.2028091919967654,1.2094344110212978,1.1837839445661222
